128	20792.1
384	20048.9
512	19234.1
768	18510.8
896	18212.4
1024	17436.9
1280	16697.8
1536	15834.8
1792	15504
1920	15332.2
2048	15232.1
2176	14529.7
2432	14026.8
2816	13716.2
2944	13254.7
3584	12963.4
3712	12481.1
3840	12345.9
4224	12125
4480	12031.8
4608	11896.6
4736	11382.2
4992	11251.9
5120	11208.7
5248	11064.7
5376	10925.8
5504	10912.7
5632	10794.7
5760	10675.4
5888	10609.8
6016	10561.9
6144	10480.7
6272	10371.4
6400	10353.8
6528	10284.8
6656	10279.5
6784	10261.9
7040	10259.8
7168	9889.24
7296	9887.15
7808	9877.29
